Name,Spec
롯데칠성음료 펩시콜라 제로슈거 망고향 500ml,"탄산음료/콜라/포장형태: 페트/제로칼로리/박스/
[영양정보] 1회 제공량 500ml당 열량: 0kcal/탄수화물: 0g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 60mg"
롯데칠성음료 밀키스 제로 250ml,"탄산음료/밀크소다/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 250ml당 열량: 8kcal"
코카콜라음료 환타 제로 포도향 355ml,"탄산음료/환타·웰치스/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 355ml당 열량: 0kcal/탄수화물: 0g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 25mg"
이그니스 클룹 제로소다 복숭아 500ml,"탄산음료/환타·웰치스/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 500ml당 열량: 0kcal/탄수화물: 16g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 25mg/에리스리톨: 15g"
이그니스 클룹 제로소다 파인애플 500ml,탄산음료/환타·웰치스/포장형태: 캔/제로칼로리
이그니스 클룹 제로소다 포도 500ml,"탄산음료/환타·웰치스/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 500ml당 열량: 0kcal/탄수화물: 16g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 30mg/에리스리톨: 15g"
조인앤조인 널담 제로 스파클링 캐모마일피치 350ml,탄산음료/그외 음료/포장형태: 페트/제로칼로리/1회 제공량 350ml당 열량: 0kcal/탄수화물: 11g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 20mg
오션스프레이 스파클링 피치 345ml,탄산음료/환타·웰치스/포장형태: 캔
오션스프레이 스파클링 애플 345ml,과일탄산음료/환타·웰치스/포장형태: 캔
하이트진로 진로 토닉워터 깔라만시 300ml,탄산음료/그외 음료/포장형태: 페트/300ml
동아오츠카 나랑드 사이다 제로 그린애플 245ml,탄산음료/사이다/포장형태: 캔/제로칼로리/1회 제공량 245ml당 열량: 0kcal/탄수화물: 1g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 50mg/알룰로오스: 0.51g
웅진식품 티즐 스파클링 제로 피치우롱티 340ml,탄산음료/환타·웰치스/포장형태: 캔/제로칼로리
동아오츠카 나랑드 사이다 제로 파인애플 245ml,"탄산음료/사이다/포장형태: 캔/제로칼로리/
[영양정보] 1회 제공량 245ml당 열량: 0kcal/탄수화물: 1g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 60mg/알룰로오스: 1g"
