Name,Spec
풀무원샘물 스파클링 워터 브리지톡 플레인 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소"
풀무원샘물 스파클링 워터 브리지톡 라임 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소, 천연향료(라임향)"
웅진식품 빅토리아 플레인 250ml,"탄산음료/탄산수/포장형태: 캔/박스/원재료: 정제수, 탄산가스"
코카콜라 씨그램 라벨프리 레몬 350ml,탄산수/포장형태: 페트/350ml/무라벨
코카콜라 씨그램 피치 350ml,탄산음료/탄산수/포장형태: 페트
라인바싸 자몽 500ml x 20페트 x 2박스,탄산수
웅진식품 빅토리아 청포도 무라벨 350ml,"탄산음료/탄산수/포장형태: 페트/무라벨/박스/원재료: 정제수, 이산화탄소, 합성향료(청포도향), 천연향료(청포도향)"
웅진식품 빅토리아 플레인 무라벨 350ml,"탄산음료/탄산수/포장형태: 페트/무라벨/박스/원재료: 정제수, 이산화탄소"
코카콜라음료 씨그램 피치 350ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 이산화탄소, 천연향료(복숭아향)"
롯데칠성음료 플레인 300ml,탄산수/탄산수/포장형태: 페트
웰치스 소다 딸기 355ml 24캔X2개 총48캔,환타·웰치스/탄산수
광동제약 비타500F 240ml 캔 x 30,콜라/탄산수
웅진식품 빅토리아 500ml 골라담기,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 탄산가스"
코카콜라음료 씨그램 피치 라벨프리 450ml,"탄산음료/탄산수/포장형태: 페트/무라벨/박스/원재료: 정제수, 이산화탄소, 천연향료(복숭아향)"
웅진식품 빅토리아 밸런스핏 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 이산화탄소, 합성향료(트로피칼향, 레몬라임향), L-카르니틴"
산가리아 라무네 사이다 보틀 500ml x 6개,탄산수
이디야 퓨레어 라임 탄산수 500ml,"혼합음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소, 천연라임향"
롯데칠성음료 무라벨 자몽 350ml,탄산수/포장형태: 페트/350ml/무라벨
롯데칠성음료 트레비 ECO 라임 350ml,"혼합음료/탄산수/포장형태: 페트/무라벨/박스/원재료: 정제수, 이산화탄소, 천연라임향"
롯데칠성음료 트레비 ECO 레몬 350ml,"혼합음료/탄산수/포장형태: 페트/무라벨/박스/원재료: 정제수, 이산화탄소, 천연레몬향"
롯데칠성음료 트레비 ECO 자몽 350ml,"혼합음료/탄산수/포장형태: 페트/무라벨/박스/원재료: 정제수, 이산화탄소, 천연자몽향"
광동제약 아이스웨일 레몬라임 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소, 합성향료(레몬라임향), 천연향료(레몬라임향)"
광동제약 아이스웨일 플레인 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소"
롯데칠성음료 트레비 ECO 플레인 350ml,"탄산음료/탄산수/포장형태: 페트/무라벨/원재료: 정제수, 이산화탄소"
광동제약 아이스웨일 샤인머스캣 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 정제수, 이산화탄소, 합성향료(샤인머스캣향), 천연향료(샤인머스캣향)"
코카콜라 몬스터에너지 시트라 355CAN 24입,탄산수
한국청정음료 몽베스트 위드 스파클링 워터 레몬 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소, 천연레몬향"
한국청정음료 몽베스트 위드 스파클링 워터 플레인 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소"
한국청정음료 몽베스트 위드 스파클링 워터 라임 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소, 천연라임향"
오케이에프 원에이엠 스파클링 애플 350ml,탄산수/탄산수/포장형태: 페트
쿠팡 탐사 스파클링 복숭아 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소, 천연향료(복숭아향)"
쿠팡 탐사 스파클링 플레인 1.5L,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소"
쿠팡 탐사 스파클링 플레인 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소"
쿠팡 탐사 스파클링 레몬 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소, 천연레몬향"
쿠팡 탐사 스파클링 플레인 350ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소"
해태제과 갈아만든 배 사이다 500ml,탄산수/탄산음료/포장형태: 페트/500ml
웰치스 딸기맛 355ml x24캔 음료수 탄산음료 캔음료,환타·웰치스/탄산수
코카콜라 씨그램 라벨프리 플레인 350ml,탄산수
코카콜라음료 씨그램 플레인 라벨프리 350ml,"탄산음료/탄산수/포장형태: 페트/무라벨/원재료: 정제수, 이산화탄소"
코카콜라음료 씨그램 라임 라벨프리 350ml,"탄산음료/탄산수/포장형태: 페트/무라벨/원재료: 정제수, 이산화탄소, 천연향료(라임향)"
코카콜라음료 씨그램 레몬 라벨프리 350ml,"탄산음료/탄산수/포장형태: 페트/무라벨/원재료: 정제수, 이산화탄소, 천연향료(레몬향)"
이마트 노브랜드 스파클링 워터 그린애플 500ml,탄산수/포장형태: 페트
홈플러스 시그니처 무라벨 스파클링 워터 플레인 500ml,"탄산음료/탄산수/포장형태: 페트/무라벨/박스/
[영양정보] 1회 제공량 500ml당 열량: 0kcal/탄수화물: 0g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/나트륨: 0mg"
푸드나무 원에이엠(1am) 스파클링 파인애플 350ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 천연향료(파인애플향)"
F&N BEVERAGES 아이스 마운틴 탄산수 자몽 350ml,탄산수/탄산수/포장형태: 페트
이마트 노브랜드 스파클링워터 그린애플 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소, 합성향료(그린애플향)"
이마트 노브랜드 스파클링워터 레몬 500ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 이산화탄소, 천연향료(레몬향)"
오틀리 초콜릿 귀리음료 1L 6개,탄산수
웅진 빅토리아 그린애플 500ml,탄산수/포장형태: 페트/500ml
롯데칠성음료 무라벨 라임 350ml,탄산수
일화 초정탄산수 플레인 무라벨 350ml,"탄산음료/탄산수/포장형태: 페트/무라벨/박스/원재료: 정제수, 탄산가스"
푸드나무 원에이엠(1am) 스파클링 애플 350ml,"탄산음료/탄산수/포장형태: 페트/원재료: 정제수, 천연향료(사과향) 0.01%"
동아오츠카 라인바싸 탄산수 레몬 500ml,"탄산음료/탄산수/포장형태: 페트/박스/원재료: 먹는샘물, 이산화탄소"
롯데칠성음료 플레인 190ml,"탄산수/탄산수/포장형태: 캔/
[영양정보]"
웅진식품 빅토리아 탄산 파인애플 350ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 이산화탄소, 파인애플향"
웅진식품 빅토리아 청포도 350ml,"탄산음료/탄산수/포장형태: 캔/원재료: 정제수, 이산화탄소, 청포도향"
이마트 트레이더스 T 스탠다드 마이스파클링 플레인 500ml,혼합음료/탄산수/포장형태: 페트/1회 제공량 200ml당 열량: 0kcal/탄수화물: 0g/당류: 0g/단백질: 0g/지방: 0g/포화지방: 0g/트랜스지방: 0g/콜레스테롤: 0mg/
코카콜라음료 씨그램 비타자몽 350ml,"탄산음료/탄산수/포장형태: 페트/원재료:정제수, 이산화탄소, 천연자몽향, 비타민"
동아오츠카 라인바싸 탄산수 자몽 500ml,탄산음료/탄산수/포장형태: 페트/박스
웅진식품 빅토리아 에너지 500ml,탄산음료/탄산수/포장형태: 페트/박스
코카콜라 씨그램 플레인 190ml,탄산음료/탄산수/포장형태: 캔
웅진 빅토리아 혼합 500ml,탄산수/포장형태: 페트/500ml
