field_name,suggested_english_name,unit
비타민E,,
비타민K,,
아르지닌,,
알룰로스,,
원재료,,
유통기한,,
자일로올리고당,,
저분자 콜라겐펩타이드,,
조단백질,,
조지방,,
주단백질,,
철분,,
총 내용량,,
총 내용량 100,,
총 내용량 1000ml당 열량,,
총 내용량 100ml당 열량,,
총 내용량 100당 열량,,
총 내용량 110ml당 열량,,
총 내용량 120ml당 열량,,
총 내용량 125ml당 열량,,
총 내용량 130ml당 열량,,
총 내용량 145ml당 열량,,
총 내용량 1500ml당 열량,,
총 내용량 150ml당 열량,,
총 내용량 175ml당 열량,,
총 내용량 180ml당 열량,,
총 내용량 190ml당 열량,,
총 내용량 1L당 열량,,
총 내용량 200ml당 열량,,
총 내용량 2300ml당 열량,,
총 내용량 230ml당 열량,,
총 내용량 235ml당 열량,,
총 내용량 245ml당 열량,,
총 내용량 250ml당 열량,,
총 내용량 275ml당 열량,,
총 내용량 300ml당 열량,,
총 내용량 330ml당 열량,,
총 내용량 350ml당 열량,,
총 내용량 355ml당 열량,,
총 내용량 375ml당 열량,,
총 내용량 400ml당 열량,,
총 내용량 473ml당 열량,,
총 내용량 500ml당 열량,,
총 내용량 70ml 당 열량,,
총 내용량 80,,
총 내용량 900ml당 열량,,
카르니틴,,
카테킨,,
카페인함량,,
콜레스트롤,,
트랜스지방,,
트렌스지방,,
포화지방,,
표시기준량,,
표시기준량 1000당 열량,,
표시기준량 100ml당 열량,,
표시기준량 100당 열량,,
표시기준량 10당 열량,,
표시기준량 120당 열량,,
표시기준량 12당 열량,,
표시기준량 150당 열량,,
표시기준량 174당 열량,,
표시기준량 1k당 열량,,
표시기준량 200당 열량,,
표시기준량 22당 열량,,
표시기준량 24당 열량,,
표시기준량 26당 열량,,
표시기준량 27당 열량,,
표시기준량 30당 열량,,
표시기준량 32당 열량,,
표시기준량 40당 열량,,
표시기준량 420당 열량,,
표시기준량 43당 열량,,
표시기준량 500nl당 열량,,
표시기준량 60당 열량,,
표시기준량 70당 열량,,
표시기준량 750ml당 열량,,
표시기준분량,,
