Name,Spec
롯데푸드 롯데햄 키스틱 빅팜 20개입 1.2kg,소시지(간식용)/사무실간식(소포장)/표시기준량: 60g/열량: 170kcal
롯데푸드 롯데햄 키스틱 빅팜 불닭 20개입 1.2kg,소시지(간식용)/사무실간식(소포장)/표시기준량: 60g/열량: 125kcal
롯데푸드 롯데햄 키스틱 체다치즈 25g,소시지(간식용)/사무실간식(소포장)
리스카 우마이봉 콘스프맛 6g,스낵/사무실간식(소포장)
리치 에그버터 와플 54개입 810g,"비스킷,크래커/사무실간식(소포장)/
[영양정보] 1회 제공량 100g당 열량: 519kcal/나트륨: 167mg/탄수화물: 66g/당류: 35g/지방: 26g/트랜스지방: 0.2g/포화지방: 13g/콜레스테롤: 26mg/단백질: 6g"
리치 오트밀 미니바이트 250g,스낵/오트밀/사무실간식(소포장)
마즈(MARS) 스니커즈 미니스 192개입 1.745kg,초코바/사무실간식(소포장)
마즈(MARS) 스니커즈 펀사이즈 땅콩바 1.36kg,초콜릿/사무실간식(소포장)
마즈(MARS) 엠앤엠즈 밀크 싱글 사이즈 48개입 2.2992kg,초코볼/사무실간식(소포장)
마즈(MARS) 트윅스 미니스 1.1kg,초코바/사무실간식(소포장)
마즈(MARS) 트윅스 미니스 1.4kg,초코바/사무실간식(소포장)
마크로드제과 오아로 우리밀 두부 검은깨 쿠키 16개입 세트,쿠키/선물용/사무실간식(소포장)
마크로드제과 오아로 우리밀 두부 검은깨 쿠키 30개입 세트,쿠키/선물용/사무실간식(소포장)
마크로드제과 오아로 우리밀 현미 코코넛쿠키 16개입 세트,쿠키/선물용/사무실간식(소포장)
마크로드제과 오아로 우리밀 현미 코코넛쿠키 30개입 세트,쿠키/선물용/사무실간식(소포장)
막무정 틴인틴 4개입 89g,"비스킷,크래커/사무실간식(소포장)"
맛고을식품 과일맛 종합캔디 4kg,사탕/사무실간식(소포장)
맛고을식품 마산 땅콩캬라멜 4kg,카라멜/사무실간식(소포장)
맛고을식품 바이오디저트 종합캔디 2.4kg,사탕/사무실간식(소포장)
맛고을식품 박하맛 캔디 4kg,사탕/사무실간식(소포장)
맛고을식품 백설사탕 1.8kg,사탕/사무실간식(소포장)
맛고을식품 소프트 캬라멜 4kg,카라멜/사무실간식(소포장)
맛고을식품 종합캔디 2.4kg,사탕/사무실간식(소포장)
맛고을식품 죽염사탕 1.1kg,사탕/사무실간식(소포장)
맛고을식품 진호박엿 1.8kg,엿/사무실간식(소포장)
맛고을식품 진호박엿 4kg,엿/사무실간식(소포장)
맛고을식품 카푸치노맛 캔디 4kg,사탕/사무실간식(소포장)
맛고을식품 후르츠맛랜드 4kg,사탕/사무실간식(소포장)
맛고을식품 흑사탕 4kg,사탕/사무실간식(소포장)
몬델리즈 리츠 샌드위치 크래커 레몬 2개입 96g,"비스킷,크래커/사무실간식(소포장)"
몬델리즈 리츠 샌드위치 크래커 어니언 2개입 73g,"비스킷,크래커/사무실간식(소포장)"
몬델리즈 리츠 샌드위치 크래커 초코 2개입 77g,"비스킷,크래커/사무실간식(소포장)/1회 제공량 38.5g당 열량: 205kcal/나트륨: 180mg/탄수화물: 23g/당류: 10g/지방: 12g/트랜스지방: 0g/포화지방: 6.5g/콜레스테롤: 0mg/단백질: 1.7g"
몬델리즈 리츠 샌드위치 크래커 치즈 2개입 96g,"비스킷,크래커/사무실간식(소포장)"
몬델리즈 리츠 샌드위치 크래커 화이트 2개입 77g,"비스킷,크래커/사무실간식(소포장)/
[영양정보] 1회 제공량 39g당 열량: 200kcal"
몬델리즈 리츠 크래커 2개입 80g,"비스킷,크래커/사무실간식(소포장)"
몬델리즈 밀카 센세이션 쿠키 4개입 728g,쿠키/사무실간식(소포장)
몬델리즈 벨비타 비스킷 미니초콜릿 5개입 250g,"비스킷,크래커/사무실간식(소포장)/
[영양정보] 1회 제공량 50g당 열량: 220kcal"
몬델리즈 오레오 딸기크림 2개입 100g,샌드/딸기맛/사무실간식(소포장)
몬델리즈 오레오 마일드 스위트 2개입 100g,샌드/사무실간식(소포장)
몬델리즈 오레오 씬즈 바닐라무스 2개입 84g,샌드/사무실간식(소포장)
몬델리즈 오레오 씬즈 초코무스 2개입 84g,"샌드/사무실간식(소포장)/
[영양정보] 1회 제공량 84g당 열량: 410kcal"
몬델리즈 오레오 씬즈 티라미수 2개입 84g,샌드/사무실간식(소포장)
몬델리즈 오레오 웨하스 스틱 초코 30개입 450g,"비스킷,크래커/사무실간식(소포장)"
몬델리즈 오레오 웨하스 스틱 초코 5개입 75g,"비스킷,크래커/사무실간식(소포장)"
몬델리즈 오레오 초코크림 12개입 600g,샌드/사무실간식(소포장)
몬델리즈 오레오 초콜릿크림 15개입 300g,샌드/사무실간식(소포장)
몬델리즈 오레오 초콜릿크림 2개입 100g,샌드/사무실간식(소포장)
몬델리즈 오레오 화이트크림 12개입 600g,샌드/사무실간식(소포장)
몬델리즈 오레오 화이트크림 15개입 300g,샌드/사무실간식(소포장)
몬델리즈 오레오 화이트크림 2개입 100g,샌드/사무실간식(소포장)
몬델리즈 오레오 화이트크림 30개입 1.5kg,샌드/사무실간식(소포장)
몽샹82 누가크래커 오리지널 16개입 320g,"비스킷,크래커/사무실간식(소포장)"
몽샹82 누가크래커 오리지널 32개입 640g,"비스킷,크래커/선물용/사무실간식(소포장)"
몽샹82 누가크래커 오리지널 8개입 160g,"비스킷,크래커/선물용/사무실간식(소포장)"
몽샹82 누가크래커 올인원 16개입 320g,"비스킷,크래커/선물용/사무실간식(소포장)"
몽샹82 누가크래커 올인원 24개입 480g,"비스킷,크래커/선물용/사무실간식(소포장)"
몽샹82 누가크래커 올인원 32개입 640g,"비스킷,크래커/선물용/사무실간식(소포장)"
몽샹82 올인원 설큐빙 12개입 360g,"비스킷,크래커/선물용/사무실간식(소포장)"
몽샹82 코인 올인원 누가크래커 12개입 72g,"비스킷,크래커/선물용/사무실간식(소포장)"
몽샹82 코인 커피 누가크래커 24개입 144g,"비스킷,크래커/선물용/사무실간식(소포장)"
미니 담라 어소티드 소프트캔디 2kg,사탕/사무실간식(소포장)
미룡 달콤한 쌀과자 275g,쌀과자/사무실간식(소포장)
바스락 빙빙 초코 6개입 53.4g,스낵/사무실간식(소포장)
반스베리 초콜릿 아몬드 청키 1kg,초콜릿/사무실간식(소포장)
