2024-10-17 13:04:10
68857814,영월농협 2024 비단초 고춧가루 500g,8개,가격비교예정,0몰,,고춧가루
32755784,온식품 햇 고춧가루 1kg,1개,31920,2몰,,조미료/향신료/고춧가루
34834466,우체국쇼핑 경북상주 우체국쇼핑 햇 고추가루 보통맛 1kg[1개],"2,584원/100g",25840,1몰,,조미료/향신료/고춧가루
67759532,데니그리스 드니그리스 유기농사과식초 크랜베리 허니 500ml,,11310,1몰,,식초
43556948,비단식당 국산 고춧가루 190g,1개,9970,5몰,"5,247원/100g",조미료/향신료/고춧가루/플라스틱/국내산
38446889,강화도 햇고춧가루 500g,1개,14790,1몰,,조미료/향신료/고춧가루
32708201,두원식품 멸치 그린다시 1kg[3개],3개,30270,1몰,"1,009원/100g",조미료/향신료/다시다
28466699,영양명가식품 23년 영양 명가 고춧가루 매운맛 1kg,1개,36000,14몰,"3,600원/100g",조미료/향신료/고춧가루/국내산
28465703,영양명가식품 23년 영양 명가 고춧가루 보통맛 1kg,1개,35000,18몰,"3,500원/100g",조미료/향신료/고춧가루/국내산
28465691,영양명가식품 21년 영양 명가 고춧가루 보통맛 1kg,1개,34900,2몰,"3,490원/100g",조미료/향신료/고춧가루/국내산
28465649,영양명가식품 23년 영양 명가 고춧가루 순한맛 1kg,1개,31000,3몰,"3,100원/100g",조미료/향신료/고춧가루/국내산
40710413,삼양사 큐원 물엿 2.4kg,1,7970,31몰,1개,조미료/향신료/물엿/플라스틱
59318096,삼양사 큐원 물엿 2.4kg,2,39648,6몰,6개,조미료/향신료/물엿/플라스틱
28422023,동원F&B 프리미엄 참치액 500ml,1,13932,5몰,1개,조미료/향신료/참치액
28422026,동원F&B 프리미엄 참치액 500ml,2,23180,3몰,2개,조미료/향신료/참치액
67627427,대성푸드 23년 순수고추가루 한식용 2.5kg,1개,56270,9몰,"2,251원/100g",조미료/향신료/고춧가루/굵기: 보통/국내산
28421192,동원F&B 프리미엄 참치액 900ml,1,15410,6몰,1개,조미료/향신료/참치액/플라스틱
28421981,동원F&B 프리미엄 참치액 900ml,2,25250,7몰,2개,조미료/향신료/참치액/플라스틱
41664830,동원F&B 프리미엄 참치액 900ml,6개,86800,1몰,161원/10ml,조미료/향신료/참치액/플라스틱
41664857,동원F&B 프리미엄 참치액 900ml,9개,129000,1몰,159원/10ml,조미료/향신료/참치액/플라스틱
28393919,24년 햇고추가루 아주곱게 보통매운맛 500g,1개,15210,2몰,"3,042원/100g",조미료/향신료/고춧가루/굵기: 고운/국내산
28392608,24년 햇고추가루 중간굵기 보통매운맛 500g,1개,14420,2몰,"2,884원/100g",조미료/향신료/고춧가루/굵기: 보통/국내산
